0.0065608894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1258164424 0.0382249223 0 0 0 0 0 0.0281201869 0 0 0 0 0.0017333201 0 0.0197032209 0 0 0 0.1434508331 0 0 0 0 0 0.6356587435 0 0 0.0007314414 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.0012751025 0 0 0 0 0 0 0 0 0 0.0008938389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0023193359 0 0 0 0 0 0 0.0612600887 0.8777818521 0 0 0 0 0 0 0 0 0.0564697819 0 
0 0 0 0 0.0007400983 0 0 0.3879593104 0 0 0 0 0 0 0.1600579239 0 0 0 0 0 0 0.0194524786 0 0.0009754191 0 0 0.0100401724 0.0030619495 0 0 0.2121417049 0 0 0.0276039409 0 0 0 0 0 0 0 0 0.0013587786 0 0.1766082232 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.0021524348 0 0 0 0 0.0008489977 0.0091853749 0 0 0 0.0007776121 0 0 0 0 0 0 0 0 0 0 0 0 0.0676223865 0.1686293628 0 0 0 0 0.7507838312 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.0158599015 0 0 0 0 0 0 0.0111522983 0 0 0 0 0 0 0 0 0.0234901380 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1622523312 0.0226667849 0 0.2748846030 0.0233569255 0 0 0 0 0.4597473603 0 0 0 0 0 0 0 0 0 0.0065896572 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2591486757 0 0 0 0 0 0 0 0 0.5296911898 0 0 0.1386149889 0 0 0 0.0561710237 0.0078280494 0 0.0032647172 0 0 0 0 0 0 0 0 0 0 0.0052813553 0 0 
0 0 0 0 0.0211834518 0 0 0 0 0.0766832557 0 0 0 0 0 0 0 0 0 0.0494114545 0 0 0 0 0 0 0.7620338681 0 0 0 0 0 0 0 0 0 0 0.0906879699 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.0074791836 0 0 0 0 0 0 0 0.0012340630 0 0 0 0 0 0.0035432695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8314398967 0 0.1003779938 0 0 0 0 0 0 0 0 0 0.0334999260 0.0224256676 0 0 0 0 0 
0 0 0 0 0 0 0 0.0220935128 0 0 0 0 0 0 0 0 0.7899091226 0 0 0 0 0 0 0 0 0 0 0 0 0.1006061726 0 0 0 0.0834472394 0 0 0 0 0 0.0039439527 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.2890588854 0.0744210634 0 0 0 0 0 0 0 0 0.0345488429 0 0 0 0 0 0 0.0013033226 0 0.0007489396 0 0.4142846364 0 0.0031694101 0.0029883561 0 0 0 0 0 0 0.0992876928 0 0 0 0 0 0.0195578895 0.0600688656 0 0.0005620957 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7724030752 0 0 0 0 0.0010530524 0 0 0 0.2219257229 0 0 0.0020631808 0 0 0 0 0 0 0 0 0 0 0.0025549687 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.0050585723 0 0 0 0 0 0 0 0 0 0.1100680165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2940575345 0 0 0 0.5908158767 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8592156451 0 0 0 0 0 0 0 0 0.1407843549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0102690086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9897309914 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.0166701134 0 0 0.0000000021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0000000552 0 0 0 0 0.9833298283 0 0 0 0 0 0.0000000011 0 0 0 0 
0 0.5755538135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0294060075 0 0 0 0 0 0 0 0 0 0 0 0.3950401790 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.4596772424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193110308 0 0 0 0 0.0018909624 0 0 0 0 0 0.0822718564 0 0 0 0 0 0.4368489080 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.0151627431 0 0.0820171458 0.0346359504 0 0 0 0 0 0.0355069838 0 0 0 0 0.0016718187 0 0 0 0 0 0 0 0 0.0009971752 0 0 0.3601738518 0 0 0 0 0 0.3507757167 0 0 0 0.1190586144 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5288611447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1605997878 0 0 0 0 0 0 0 0 0 0.3105390676 
0 0 0 0 0 0 0.1021740131 0 0 0 0 0 0 0.0129316936 0 0.0553708247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0062314523 0 0 0.1833426980 0 0 0 0 0 0 0.5832038253 0 0 0.0567454929 
0 0 0 0 0 0 0 0 0 0 0 0 0.0187904294 0 0 0 0.2793788151 0 0 0 0 0 0.0012531281 0 0 0 0 0 0 0 0 0 0 0 0.0151319819 0 0 0 0 0.6125879946 0 0 0 0 0 0.0728576509 0 0 0 0 
0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0000000047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9999999953 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0118426132 0 0 0 0 0 0 0 0 0 0 0.0013221938 0 0 0 0.0932544716 0 0 0 0 0 0.0368090310 0 0.7527793047 0 0 0 0 0 0 0 0.0966002716 0 0.0073921141 
0 0 0 0 0 0 0.0008735704 0 0 0 0 0 0 0.0993610638 0 0.0068294733 0 0 0.3400301790 0 0.3570363605 0 0 0 0 0.0011207841 0 0 0 0 0 0 0 0 0.0547778233 0 0 0 0.0372298238 0.0702851097 0 0 0 0 0.0302836977 0 0.0021721144 0 0 0 
0 0 0.0007339702 0 0 0 0 0.0026320583 0 0 0 0 0.0010318766 0 0 0 0.9111077393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0004971298 0 0.0839972258 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.0319670927 0 0 0 0 0 0 0 0 0.1235017854 0 0 0 0 0 0 0 0 0 0 0.0010005350 0 0 0 0.0348140298 0 0 0 0 0 0 0.0142974865 0.7523641850 0 0 0 0 0.0420548855 0 0 0 0 0 
0 0 0 0 0 0 0.0027512774 0.0692923376 0 0 0 0 0 0 0 0 0.3067062979 0 0 0 0 0 0 0 0 0 0 0.0005819825 0 0 0 0 0 0 0 0 0.0096828977 0 0 0.5985253330 0 0 0 0 0 0 0 0.0013167015 0 0.0111431723 
0 0 0 0 0 0 0 0 0 0 0.2183743117 0 0 0.6995956685 0 0.0811273660 0 0 0 0 0 0 0 0 0 0 0 0.0009026538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0.0025125355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0020719791 0 0 0 0 0 0.9954154854 0 0 0 0 0 0 0 0 0 0 
0 0 0.1138481442 0 0 0 0.0094532211 0 0 0 0 0 0 0 0 0 0.6978114789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1788871559 0 0 0 0 0 0 0 0 0 0 
0 0 0.0193778148 0 0 0 0.0045899646 0 0 0 0.1439814370 0 0.0034020364 0 0 0 0.0113816274 0 0 0 0 0 0.0028454102 0 0 0 0 0.0011058561 0 0 0 0 0 0 0 0 0.0035386290 0 0.3799307254 0.4293912846 0 0 0.0004552144 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.6784787428 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2014813389 0 0 0 0 0 0 0 0 0 0 0 0.0038100179 0 0 0 0 0 0.0856302411 0 0 0 0 0 0 0 0.0158202926 0.0147793667 0 
0 0 0 0 0 0 0 0.1068673227 0 0 0 0 0 0 0 0 0.0168432814 0 0 0 0 0 0.0024996742 0 0 0 0 0 0 0 0 0.1001486881 0 0 0 0 0 0 0 0.7736410337 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.0023456914 0 0 0.4799463415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0314600866 0.0007014775 0 0.0918177485 0 0 0.3937286546 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.0010903878 0 0 0 0 0 0 0 0 0.2114971964 0.0301452953 0 0 0 0 0 0 0 0 0 0 0.0011312352 0 0 0 0 0 0 0 0 0 0 0 0.4242881862 0 0 0 0 0 0 0 0 0.0206940275 0.3111536717 
0 0 0 0 0 0 0 0.0085955932 0 0 0 0 0.0035407498 0 0 0 0.1443360067 0 0 0 0.0063781738 0 0 0 0 0 0 0 0 0 0 0.8055327618 0 0 0 0 0 0 0 0.0278744780 0 0 0 0 0 0.0037422367 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017471313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9982528687 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.1438051642 0 0 0 0 0 0 0 0 0.0517862336 0 0 0 0 0 0 0 0 0 0 0.0011892944 0 0 0 0 0 0.0607438773 0 0 0.0084351302 0 0 0.7340403002 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.0009350782 0 0 0 0.2288743162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195524272 0 0 0 0 0 0 0.0227312533 0 0 0 0 0 0 0.7279069251 
0 0 0.0870613689 0 0 0 0 0 0 0 0 0 0 0.0869753258 0 0 0.2989932534 0 0 0 0 0 0 0 0 0 0 0.0013895618 0 0 0 0 0 0 0 0 0 0 0 0.4618378605 0 0 0 0 0 0 0 0 0 0.0637426296 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0004738516 0 0 0 0 0 0 0.0360789746 0.0378101092 0 0 0 0.0062219760 0.0015711920 0 0 0 0 0 0 0 0 0 0 0.9178438966 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.2795254388 0.1625746064 0 0 0 0 0.0514416154 0 0 0.0175715992 0.0051439843 0 0 0 0 0 0 0 0 0.0043932389 0 0 0 0 0 0 0.1271203081 0.0432013246 0 0 0 0 0.2204907051 0 0 0 0 0.0830956130 0.0037202218 0 0 0 0.0017213443 
0 0 0 0 0 0 0 0.0174868636 0 0 0 0 0 0 0 0 0.2218167123 0 0 0 0 0 0.0011063144 0 0 0 0 0 0 0 0 0.5310319226 0 0 0 0 0.0006420364 0 0 0.2263422473 0 0 0 0 0 0 0 0 0 0.0015739033 
0 0 0 0 0 0 0 0 0 0 0.0011829982 0 0 0 0 0 0 0 0.0008383999 0 0 0 0 0 0 0 0.9979786018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.0009695904 0 0 0 0 0 0 0 0.9532339650 0 0 0 0 0 0 0 0 0.0452988160 0 0 0.0004976286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0070652008 0 0.0410788386 0 0 0.9518559606 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5112340535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0161004361 0 0 0 0 0 0.4726655104 0 0 0 0 0 0 0 0 0 0 
0 0 0.3977779410 0 0 0 0.0111463833 0 0 0 0 0 0.0092213487 0 0 0.0319928390 0 0 0 0 0 0 0 0 0 0 0 0.0003401120 0 0 0 0 0 0 0 0 0.0832101375 0 0 0.4663112387 0 0 0 0 0 0 0 0 0 0 
0 0 0.0160920802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0300151012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9114819942 0 0 0 0 0 0 0 0 0 0.0424108244 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0010494884 0 0 0 0 0.9989505116 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0000000026 0 0 0 0.0000000012 0 0 0 0 0 0.9999999963 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 
0.1425687321 0 0 0.5807432269 0 0 0 0 0.0019127460 0 0 0.0414314098 0 0 0 0 0 0 0 0.0183263434 0 0.1147702582 0 0 0 0 0 0.0013518115 0 0 0 0 0 0 0 0.0227076095 0 0 0.0592777116 0 0 0 0.0006191106 0 0 0 0 0 0.0162910406 0 
0 0 0.0036329978 0 0 0 0.0010439550 0 0 0 0 0 0 0.0954932671 0 0 0.0037767646 0 0.0040011024 0 0.0053024165 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6548099097 0 0 0 0 0.2291715900 0 0 0 0 0 0.0027679970 0 0 0 0 
0 0 0 0 0 0.0097656250 0.0037042421 0 0 0 0.1843821102 0 0 0 0 0 0.0340690459 0.0338801183 0 0 0 0 0 0 0 0 0 0.0011526229 0 0 0 0.0329923166 0 0 0.6207016780 0 0 0 0 0.0770081390 0 0 0 0 0 0 0.0023441019 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0000000000 0 0 0 0 0 0 0 0 0 0 
0.3168767573 0 0 0 0 0 0 0 0 0 0 0 0 0.0030419143 0 0 0.2907920181 0 0 0 0 0 0 0 0 0 0 0.0018359663 0 0 0 0 0 0 0 0.0257724470 0 0 0 0.0231142117 0 0 0 0 0 0 0 0.0338236586 0 0.3047430266 
